Key,Description,Description alternative,Parent,Sibling count
7019630081_10,Other,"Closed woven fabrics, plain weave, of yarns, not coated or laminated (excluding open mesh fabrics of glass fibres, of a cell size of more than 1.8 mm both in length and in width and weighting more than 35 g/m2, excluding fibreglass discs / e-fibre glass fabrics: -having a weight of 20 g/m2 or more, but not more than 214 g/m2, -impregnated with silane, -in rolls, -having a humidity content by weight of 0,13 % or less, and -having not more than 3 hollow fibres out of 100 000 fibres,for the exclusive use in the manufacture of prepregs and copper clad laminates)","Closed woven fabrics, plain weave, of yarns, not coated or laminated",2
7019630084_80,Other,"Fabrics of continuous filament glass fibre rovings or yarns, whether or not stitched, excluding products which are impregnated or pre-impregnated (pre-preg) (excluding consigned from Morocco / consigned from Turkey)","Fabrics of continuous filament glass fibre rovings or yarns, whether or not stitched, excluding products which are impregnated or pre-impregnated (pre-preg)",2
7019640019_80,Other,"Open mesh fabrics of glass fibres, of a cell size of more than 1.8 mm both in length and in width and weighting more than 35 g/m2, excluding fibreglass discs (excluding consigned from Malaysia / consigned from Taiwan / consigned from Thailand / consigned from India / consigned from Indonesia)","Open mesh fabrics of glass fibres, of a cell size of more than 1.8 mm both in length and in width and weighting more than 35 g/m2, excluding fibreglass discs",5
7019640081_10,Other,"Closed woven fabrics, plain weave, of yarns, coated or laminated (excluding open mesh fabrics of glass fibres, of a cell size of more than 1.8 mm both in length and in width and weighting more than 35 g/m2, excluding fibreglass discs / epoxy resin coated glass woven fabric containing by weight: -91 % or more but not more than 93 % of glass fibres, -7 % or more but not more than 9 % of epoxy resin)","Closed woven fabrics, plain weave, of yarns, coated or laminated",2
7019640084_80,Other,"Fabrics of continuous filament glass fibre rovings or yarns, whether or not stitched, excluding products which are impregnated or pre-impregnated (pre-preg) (excluding consigned from Morocco / consigned from Turkey)","Fabrics of continuous filament glass fibre rovings or yarns, whether or not stitched, excluding products which are impregnated or pre-impregnated (pre-preg)",2
7019650018_80,Other,"Open mesh fabrics of glass fibres, of a cell size of more than 1.8 mm both in length and in width and weighting more than 35 g/m2, excluding fibreglass discs (excluding consigned from Malaysia / consigned from Taiwan / consigned from Thailand / consigned from India / consigned from Indonesia)","Open mesh fabrics of glass fibres, of a cell size of more than 1.8 mm both in length and in width and weighting more than 35 g/m2, excluding fibreglass discs",5
7019650050_10,Other,"Open woven fabrics of a width not exceeding 30 cm (excluding woven fabrics of rovings, impregnated with epoxy resin, with a coefficient of thermal expansion between 30degC and 120degCof: - 10ppm perdegC or more but not more than 12ppm perdegC in the length and width, and - 20ppm perdegC or more but not more than 30ppm perdegC in the thickness, with a glass transition temperature of 152degC or more but not more than 153degC / prepreg sheets or rolls containing polyimide resin)",Open woven fabrics of a width not exceeding 30 cm,2
7019650081_10,Other,"Open woven fabrics of a width not exceeding 30 cm (excluding woven fabrics of rovings, impregnated with epoxy resin, with a coefficient of thermal expansion between 30degC and 120degCof: - 10ppm perdegC or more but not more than 12ppm perdegC in the length and width, and - 20ppm perdegC or more but not more than 30ppm perdegC in the thickness, with a glass transition temperature of 152degC or more but not more than 153degC / prepreg sheets or rolls containing polyimide resin) (excluding open mesh fabrics of glass fibres, of a cell size of more than 1,8 mm both in length and in width and weighing more than 35 g/m2, excluding fibreglass discs / e-fibre glass fabrics: - having a weight of 20 g/m2 or more, but not more than 214 g/m2, - impregnated with silane, - in rolls, - having a humidity content by weight of 0,13 % or less, and - having not more than 3 hollow fibres out of 100 000 fibres, for the exclusive use in the manufacture of prepregs and copper clad laminates)","Open woven fabrics of a width not exceeding 30 cm (excluding woven fabrics of rovings, impregnated with epoxy resin, with a coefficient of thermal expansion between 30degC and 120degCof: - 10ppm perdegC or more but not more than 12ppm perdegC in the length and width, and - 20ppm perdegC or more but not more than 30ppm perdegC in the thickness, with a glass transition temperature of 152degC or more but not more than 153degC / prepreg sheets or rolls containing polyimide resin)",2
7019650084_80,Other,"Fabrics of continuous filament glass fibre rovings, whether or not stitched, excluding products which are impregnated or pre-impregnated (pre-preg) (excluding consigned from Morocco / consigned from Turkey)","Fabrics of continuous filament glass fibre rovings, whether or not stitched, excluding products which are impregnated or pre-impregnated (pre-preg)",2
7019660018_80,Other,"Open mesh fabrics of glass fibres, of a cell size of more than 1.8 mm both in length and in width and weighting more than 35 g/m2, excluding fibreglass discs (excluding consigned from Malaysia / consigned from Taiwan / consigned from Thailand / consigned from India / consigned from Indonesia)","Open mesh fabrics of glass fibres, of a cell size of more than 1.8 mm both in length and in width and weighting more than 35 g/m2, excluding fibreglass discs",5
7019660050_10,Other,"Open woven fabrics of a width exceeding 30 cm (excluding glass web woven from glass fibre coated in plastic, of a weight of 120 g/m2of a type used in rolling insect screens with fixed frames / woven fabrics of rovings, impregnated with epoxy resin, with a coefficient of thermal expansion between 30degC and 120degCof: - 10ppm perdegC or more but not more than 12ppm perdegC in the length and width, and - 20ppm perdegC or more but not more than 30ppm perdegC in the thickness, with a glass transition temperature of 152degC or more but not more than 153degC / prepreg sheets or rolls containing polyimide resin)",Open woven fabrics of a width exceeding 30 cm,3
7019660081_10,Other,"Open woven fabrics of a width exceeding 30 cm (excluding glass web woven from glass fibre coated in plastic, of a weight of 120 g/m2of a type used in rolling insect screens with fixed frames / woven fabrics of rovings, impregnated with epoxy resin, with a coefficient of thermal expansion between 30degC and 120degCof: - 10ppm perdegC or more but not more than 12ppm perdegC in the length and width, and - 20ppm perdegC or more but not more than 30ppm perdegC in the thickness, with a glass transition temperature of 152degC or more but not more than 153degC / prepreg sheets or rolls containing polyimide resin) (excluding open mesh fabrics of glass fibres, of a cell size of more than 1,8 mm both in length and in width and weighing more than 35 g/m2, excluding fibreglass discs / e-fibre glass fabrics: - having a weight of 20 g/m2 or more, but not more than 214 g/m2, - impregnated with silane, - in rolls, - having a humidity content by weight of 0,13 % or less, and - having not more than 3 hollow fibres out of 100 000 fibres, for the exclusive use in the manufacture of prepregs and copper clad laminates)","Open woven fabrics of a width exceeding 30 cm (excluding glass web woven from glass fibre coated in plastic, of a weight of 120 g/m2of a type used in rolling insect screens with fixed frames / woven fabrics of rovings, impregnated with epoxy resin, with a coefficient of thermal expansion between 30degC and 120degCof: - 10ppm perdegC or more but not more than 12ppm perdegC in the length and width, and - 20ppm perdegC or more but not more than 30ppm perdegC in the thickness, with a glass transition temperature of 152degC or more but not more than 153degC / prepreg sheets or rolls containing polyimide resin)",2
7019660084_80,Other,"Fabrics of continuous filament glass fibre rovings, whether or not stitched, excluding products which are impregnated or pre-impregnated (pre-preg) (excluding consigned from Morocco / consigned from Turkey)","Fabrics of continuous filament glass fibre rovings, whether or not stitched, excluding products which are impregnated or pre-impregnated (pre-preg)",2
7019690000_80,Other,"Mechanically bonded fabrics (excluding closed woven fabrics of rovings / other closed fabrics of rovings / closed woven fabrics, plain weave, of yarns, not coated or laminated / closed woven fabrics, plain weave, of yarns, coated or laminated / open woven fabrics of a width not exceeding 30 cm / open woven fabrics of a width exceeding 30 cm)",Mechanically bonded fabrics,6
7019691084_80,Other,"Fabrics of stitched continuous filament glass fibre rovings or yarns, excluding products which are impregnated or pre-impregnated (pre-preg) (excluding consigned from Morocco / consigned from Turkey)","Fabrics of stitched continuous filament glass fibre rovings or yarns, excluding products which are impregnated or pre-impregnated (pre-preg)",2
7019699019_80,Other,"Open mesh fabrics of glass fibres, of a cell size of more than 1.8 mm both in length and in width and weighting more than 35 g/m2, excluding fibreglass discs (excluding consigned from Malaysia / consigned from Taiwan / consigned from Thailand / consigned from India / consigned from Indonesia)","Open mesh fabrics of glass fibres, of a cell size of more than 1.8 mm both in length and in width and weighting more than 35 g/m2, excluding fibreglass discs",5
7019699084_80,Other,"Fabrics of continuous filament glass fibre rovings or yarns, whether or not stitched, excluding products which are impregnated or pre-impregnated (pre-preg) (excluding consigned from Morocco / consigned from Turkey)","Fabrics of continuous filament glass fibre rovings or yarns, whether or not stitched, excluding products which are impregnated or pre-impregnated (pre-preg)",2
7019710090_80,Other,"Veils (thin sheets) (excluding of low moisture absorption capacity, intended for certain types of aircraft / non-woven product of non-textile glass fibre, for the manufacture of air filters or catalysts)",Veils (thin sheets),2
7019900000_80,Other,"Glass fibres (including glass wool) and articles thereof (for example, yarn, rovings, woven fabrics) (excluding slivers, rovings, yarn and chopped strands and mats thereof / mechanically bonded fabrics / chemically bonded fabrics / glass wool and articles of glass wool)","Glass fibres (including glass wool) and articles thereof (for example, yarn, rovings, woven fabrics)",4
